id,question_type,layer,stage,reasoning_answer_cosine_distance,reasoning_answer_cosine_similarity
37,hidden_variable_identification,29,brainstorm,0.014002,0.985998
37,hidden_variable_identification,30,brainstorm,0.013552,0.986448
37,hidden_variable_identification,31,brainstorm,0.012771,0.987229
37,hidden_variable_identification,32,brainstorm,0.011314,0.988686
37,hidden_variable_identification,33,brainstorm,0.010943,0.989057
37,hidden_variable_identification,34,brainstorm,0.009503,0.990497
37,hidden_variable_identification,35,brainstorm,0.005983,0.994017
37,hidden_variable_identification,36,brainstorm,0.053814,0.946186
37,hidden_variable_identification,0,graph,0.141495,0.858505
37,hidden_variable_identification,1,graph,0.012244,0.987756
37,hidden_variable_identification,2,graph,0.010644,0.989356
37,hidden_variable_identification,3,graph,0.013397,0.986603
37,hidden_variable_identification,4,graph,0.014699,0.985301
37,hidden_variable_identification,5,graph,0.012166,0.987834
37,hidden_variable_identification,6,graph,0.010158,0.989842
37,hidden_variable_identification,7,graph,0.000899,0.999101
37,hidden_variable_identification,8,graph,0.001277,0.998723
37,hidden_variable_identification,9,graph,0.001763,0.998237
37,hidden_variable_identification,10,graph,0.001967,0.998033
37,hidden_variable_identification,11,graph,0.002076,0.997924
37,hidden_variable_identification,12,graph,0.00236,0.99764
37,hidden_variable_identification,13,graph,0.002715,0.997285
37,hidden_variable_identification,14,graph,0.002935,0.997065
37,hidden_variable_identification,15,graph,0.003187,0.996813
37,hidden_variable_identification,16,graph,0.003445,0.996555
37,hidden_variable_identification,17,graph,0.00388,0.99612
37,hidden_variable_identification,18,graph,0.004688,0.995312
37,hidden_variable_identification,19,graph,0.005726,0.994274
37,hidden_variable_identification,20,graph,0.007643,0.992357
37,hidden_variable_identification,21,graph,0.008678,0.991322
37,hidden_variable_identification,22,graph,0.010562,0.989438
37,hidden_variable_identification,23,graph,0.014945,0.985055
37,hidden_variable_identification,24,graph,0.017561,0.982439
37,hidden_variable_identification,25,graph,0.015901,0.984099
37,hidden_variable_identification,26,graph,0.017149,0.982851
37,hidden_variable_identification,27,graph,0.018101,0.981899
37,hidden_variable_identification,28,graph,0.019521,0.980479
37,hidden_variable_identification,29,graph,0.019578,0.980422
37,hidden_variable_identification,30,graph,0.0178,0.9822
37,hidden_variable_identification,31,graph,0.017984,0.982016
37,hidden_variable_identification,32,graph,0.016473,0.983527
37,hidden_variable_identification,33,graph,0.01601,0.98399
37,hidden_variable_identification,34,graph,0.013441,0.986559
37,hidden_variable_identification,35,graph,0.008638,0.991362
37,hidden_variable_identification,36,graph,0.075335,0.924665
37,hidden_variable_identification,0,patterns,0.230095,0.769905
37,hidden_variable_identification,1,patterns,0.012138,0.987862
37,hidden_variable_identification,2,patterns,0.009847,0.990153
37,hidden_variable_identification,3,patterns,0.010991,0.989009
37,hidden_variable_identification,4,patterns,0.013027,0.986973
37,hidden_variable_identification,5,patterns,0.011563,0.988437
37,hidden_variable_identification,6,patterns,0.0092,0.9908
37,hidden_variable_identification,7,patterns,0.000796,0.999204
37,hidden_variable_identification,8,patterns,0.001075,0.998925
37,hidden_variable_identification,9,patterns,0.001467,0.998533
37,hidden_variable_identification,10,patterns,0.001698,0.998302
37,hidden_variable_identification,11,patterns,0.001811,0.998189
37,hidden_variable_identification,12,patterns,0.001952,0.998048
37,hidden_variable_identification,13,patterns,0.002155,0.997845
37,hidden_variable_identification,14,patterns,0.002423,0.997577
37,hidden_variable_identification,15,patterns,0.002619,0.997381
37,hidden_variable_identification,16,patterns,0.002924,0.997076
37,hidden_variable_identification,17,patterns,0.003339,0.996661
37,hidden_variable_identification,18,patterns,0.004059,0.995941
37,hidden_variable_identification,19,patterns,0.004841,0.995159
37,hidden_variable_identification,20,patterns,0.00692,0.99308
37,hidden_variable_identification,21,patterns,0.007783,0.992217
37,hidden_variable_identification,22,patterns,0.009285,0.990715
37,hidden_variable_identification,23,patterns,0.012184,0.987816
37,hidden_variable_identification,24,patterns,0.013469,0.986531
37,hidden_variable_identification,25,patterns,0.013392,0.986608
37,hidden_variable_identification,26,patterns,0.01471,0.98529
37,hidden_variable_identification,27,patterns,0.015389,0.984611
37,hidden_variable_identification,28,patterns,0.016814,0.983186
37,hidden_variable_identification,29,patterns,0.016954,0.983046
37,hidden_variable_identification,30,patterns,0.016361,0.983639
37,hidden_variable_identification,31,patterns,0.016735,0.983265
37,hidden_variable_identification,32,patterns,0.015317,0.984683
37,hidden_variable_identification,33,patterns,0.015646,0.984354
37,hidden_variable_identification,34,patterns,0.013637,0.986363
37,hidden_variable_identification,35,patterns,0.010025,0.989975
37,hidden_variable_identification,36,patterns,0.083332,0.916668
37,hidden_variable_identification,0,synthesis,0.086184,0.913816
37,hidden_variable_identification,1,synthesis,0.006724,0.993276
37,hidden_variable_identification,2,synthesis,0.006029,0.993971
37,hidden_variable_identification,3,synthesis,0.00723,0.99277
37,hidden_variable_identification,4,synthesis,0.00821,0.99179
37,hidden_variable_identification,5,synthesis,0.006982,0.993018
37,hidden_variable_identification,6,synthesis,0.005896,0.994104
37,hidden_variable_identification,7,synthesis,0.000569,0.999431
37,hidden_variable_identification,8,synthesis,0.000798,0.999202
37,hidden_variable_identification,9,synthesis,0.001128,0.998872
37,hidden_variable_identification,10,synthesis,0.001302,0.998698
37,hidden_variable_identification,11,synthesis,0.001382,0.998618
37,hidden_variable_identification,12,synthesis,0.00157,0.99843
37,hidden_variable_identification,13,synthesis,0.001732,0.998268
37,hidden_variable_identification,14,synthesis,0.001966,0.998034
37,hidden_variable_identification,15,synthesis,0.002194,0.997806
37,hidden_variable_identification,16,synthesis,0.002395,0.997605
37,hidden_variable_identification,17,synthesis,0.002802,0.997198
37,hidden_variable_identification,18,synthesis,0.003358,0.996642
37,hidden_variable_identification,19,synthesis,0.004269,0.995731
37,hidden_variable_identification,20,synthesis,0.005871,0.994129
37,hidden_variable_identification,21,synthesis,0.006559,0.993441
37,hidden_variable_identification,22,synthesis,0.007807,0.992193
37,hidden_variable_identification,23,synthesis,0.009219,0.990781
37,hidden_variable_identification,24,synthesis,0.010728,0.989272
37,hidden_variable_identification,25,synthesis,0.009692,0.990308
37,hidden_variable_identification,26,synthesis,0.010103,0.989897
37,hidden_variable_identification,27,synthesis,0.010528,0.989472
37,hidden_variable_identification,28,synthesis,0.011254,0.988746
37,hidden_variable_identification,29,synthesis,0.011325,0.988675
37,hidden_variable_identification,30,synthesis,0.010716,0.989284
37,hidden_variable_identification,31,synthesis,0.010077,0.989923
37,hidden_variable_identification,32,synthesis,0.008963,0.991037
37,hidden_variable_identification,33,synthesis,0.008643,0.991357
37,hidden_variable_identification,34,synthesis,0.007151,0.992849
37,hidden_variable_identification,35,synthesis,0.004219,0.995781
37,hidden_variable_identification,36,synthesis,0.031057,0.968943
37,hidden_variable_identification,0,reasoning,0.129863,0.870137
37,hidden_variable_identification,1,reasoning,0.009563,0.990437
37,hidden_variable_identification,2,reasoning,0.008896,0.991104
37,hidden_variable_identification,3,reasoning,0.011311,0.988689
37,hidden_variable_identification,4,reasoning,0.012609,0.987391
37,hidden_variable_identification,5,reasoning,0.010613,0.989387
37,hidden_variable_identification,6,reasoning,0.008698,0.991302
37,hidden_variable_identification,7,reasoning,0.000768,0.999232
37,hidden_variable_identification,8,reasoning,0.001034,0.998966
37,hidden_variable_identification,9,reasoning,0.001378,0.998622
37,hidden_variable_identification,10,reasoning,0.001467,0.998533
37,hidden_variable_identification,11,reasoning,0.0016,0.9984
37,hidden_variable_identification,12,reasoning,0.001815,0.998185
37,hidden_variable_identification,13,reasoning,0.002013,0.997987
37,hidden_variable_identification,14,reasoning,0.002254,0.997746
37,hidden_variable_identification,15,reasoning,0.002455,0.997545
37,hidden_variable_identification,16,reasoning,0.002725,0.997275
37,hidden_variable_identification,17,reasoning,0.003112,0.996888
37,hidden_variable_identification,18,reasoning,0.003917,0.996083
37,hidden_variable_identification,19,reasoning,0.004745,0.995255
37,hidden_variable_identification,20,reasoning,0.006918,0.993082
37,hidden_variable_identification,21,reasoning,0.00781,0.99219
37,hidden_variable_identification,22,reasoning,0.009381,0.990619
37,hidden_variable_identification,23,reasoning,0.013009,0.986991
37,hidden_variable_identification,24,reasoning,0.014502,0.985498
37,hidden_variable_identification,25,reasoning,0.012852,0.987148
37,hidden_variable_identification,26,reasoning,0.013834,0.986166
37,hidden_variable_identification,27,reasoning,0.013679,0.986321
37,hidden_variable_identification,28,reasoning,0.014095,0.985905
37,hidden_variable_identification,29,reasoning,0.013699,0.986301
37,hidden_variable_identification,30,reasoning,0.012393,0.987607
37,hidden_variable_identification,31,reasoning,0.012233,0.987767
37,hidden_variable_identification,32,reasoning,0.01131,0.98869
37,hidden_variable_identification,33,reasoning,0.011595,0.988405
37,hidden_variable_identification,34,reasoning,0.009999,0.990001
37,hidden_variable_identification,35,reasoning,0.006779,0.993221
37,hidden_variable_identification,36,reasoning,0.108311,0.891689
38,model_abstraction_and_breakdown,0,brainstorm,0.073962,0.926038
38,model_abstraction_and_breakdown,1,brainstorm,0.007819,0.992181
38,model_abstraction_and_breakdown,2,brainstorm,0.009231,0.990769
38,model_abstraction_and_breakdown,3,brainstorm,0.012502,0.987498
38,model_abstraction_and_breakdown,4,brainstorm,0.017702,0.982298
38,model_abstraction_and_breakdown,5,brainstorm,0.015683,0.984317
38,model_abstraction_and_breakdown,6,brainstorm,0.013468,0.986532
38,model_abstraction_and_breakdown,7,brainstorm,0.003157,0.996843
38,model_abstraction_and_breakdown,8,brainstorm,0.00416,0.99584
38,model_abstraction_and_breakdown,9,brainstorm,0.004788,0.995212
38,model_abstraction_and_breakdown,10,brainstorm,0.00485,0.99515
38,model_abstraction_and_breakdown,11,brainstorm,0.00518,0.99482
38,model_abstraction_and_breakdown,12,brainstorm,0.005607,0.994393
38,model_abstraction_and_breakdown,13,brainstorm,0.005976,0.994024
38,model_abstraction_and_breakdown,14,brainstorm,0.006696,0.993304
38,model_abstraction_and_breakdown,15,brainstorm,0.007801,0.992199
38,model_abstraction_and_breakdown,16,brainstorm,0.008283,0.991717
38,model_abstraction_and_breakdown,17,brainstorm,0.005527,0.994473
38,model_abstraction_and_breakdown,18,brainstorm,0.006813,0.993187
38,model_abstraction_and_breakdown,19,brainstorm,0.008078,0.991922
38,model_abstraction_and_breakdown,20,brainstorm,0.011343,0.988657
38,model_abstraction_and_breakdown,21,brainstorm,0.012939,0.987061
38,model_abstraction_and_breakdown,22,brainstorm,0.017713,0.982287
38,model_abstraction_and_breakdown,23,brainstorm,0.023833,0.976167
38,model_abstraction_and_breakdown,24,brainstorm,0.028849,0.971151
38,model_abstraction_and_breakdown,25,brainstorm,0.025877,0.974123
38,model_abstraction_and_breakdown,26,brainstorm,0.027158,0.972842
38,model_abstraction_and_breakdown,27,brainstorm,0.030817,0.969183
38,model_abstraction_and_breakdown,28,brainstorm,0.033565,0.966435
38,model_abstraction_and_breakdown,29,brainstorm,0.035069,0.964931
38,model_abstraction_and_breakdown,30,brainstorm,0.03073,0.96927
38,model_abstraction_and_breakdown,31,brainstorm,0.031765,0.968235
38,model_abstraction_and_breakdown,32,brainstorm,0.028679,0.971321
38,model_abstraction_and_breakdown,33,brainstorm,0.026715,0.973285
38,model_abstraction_and_breakdown,34,brainstorm,0.023441,0.976559
38,model_abstraction_and_breakdown,35,brainstorm,0.016137,0.983863
38,model_abstraction_and_breakdown,36,brainstorm,0.106186,0.893814
38,model_abstraction_and_breakdown,0,graph,0.136772,0.863228
38,model_abstraction_and_breakdown,1,graph,0.017446,0.982554
38,model_abstraction_and_breakdown,2,graph,0.018204,0.981796
38,model_abstraction_and_breakdown,3,graph,0.023127,0.976873
38,model_abstraction_and_breakdown,4,graph,0.02678,0.97322
38,model_abstraction_and_breakdown,5,graph,0.02358,0.97642
38,model_abstraction_and_breakdown,6,graph,0.020771,0.979229
38,model_abstraction_and_breakdown,7,graph,0.002889,0.997111
38,model_abstraction_and_breakdown,8,graph,0.003711,0.996289
38,model_abstraction_and_breakdown,9,graph,0.00476,0.99524
38,model_abstraction_and_breakdown,10,graph,0.005186,0.994814
38,model_abstraction_and_breakdown,11,graph,0.005849,0.994151
38,model_abstraction_and_breakdown,12,graph,0.006792,0.993208
38,model_abstraction_and_breakdown,13,graph,0.007155,0.992845
38,model_abstraction_and_breakdown,14,graph,0.00773,0.99227
38,model_abstraction_and_breakdown,15,graph,0.008245,0.991755
38,model_abstraction_and_breakdown,16,graph,0.009058,0.990942
38,model_abstraction_and_breakdown,17,graph,0.008967,0.991033
38,model_abstraction_and_breakdown,18,graph,0.010716,0.989284
38,model_abstraction_and_breakdown,19,graph,0.012771,0.987229
38,model_abstraction_and_breakdown,20,graph,0.015644,0.984356
38,model_abstraction_and_breakdown,21,graph,0.017527,0.982473
38,model_abstraction_and_breakdown,22,graph,0.020115,0.979885
38,model_abstraction_and_breakdown,23,graph,0.02457,0.97543
38,model_abstraction_and_breakdown,24,graph,0.028222,0.971778
38,model_abstraction_and_breakdown,25,graph,0.028291,0.971709
38,model_abstraction_and_breakdown,26,graph,0.030743,0.969257
38,model_abstraction_and_breakdown,27,graph,0.03244,0.96756
38,model_abstraction_and_breakdown,28,graph,0.035195,0.964805
38,model_abstraction_and_breakdown,29,graph,0.036838,0.963162
38,model_abstraction_and_breakdown,30,graph,0.035144,0.964856
38,model_abstraction_and_breakdown,31,graph,0.036034,0.963966
38,model_abstraction_and_breakdown,32,graph,0.033102,0.966898
38,model_abstraction_and_breakdown,33,graph,0.030563,0.969437
38,model_abstraction_and_breakdown,34,graph,0.025066,0.974934
38,model_abstraction_and_breakdown,35,graph,0.015757,0.984243
38,model_abstraction_and_breakdown,36,graph,0.182354,0.817646
38,model_abstraction_and_breakdown,0,patterns,0.17896,0.82104
38,model_abstraction_and_breakdown,1,patterns,0.020696,0.979304
38,model_abstraction_and_breakdown,2,patterns,0.022319,0.977681
38,model_abstraction_and_breakdown,3,patterns,0.025884,0.974116
38,model_abstraction_and_breakdown,4,patterns,0.030934,0.969066
38,model_abstraction_and_breakdown,5,patterns,0.026873,0.973127
38,model_abstraction_and_breakdown,6,patterns,0.023952,0.976048
38,model_abstraction_and_breakdown,7,patterns,0.003353,0.996647
38,model_abstraction_and_breakdown,8,patterns,0.004164,0.995836
38,model_abstraction_and_breakdown,9,patterns,0.005164,0.994836
38,model_abstraction_and_breakdown,10,patterns,0.005344,0.994656
38,model_abstraction_and_breakdown,11,patterns,0.005784,0.994216
38,model_abstraction_and_breakdown,12,patterns,0.006549,0.993451
38,model_abstraction_and_breakdown,13,patterns,0.00708,0.99292
38,model_abstraction_and_breakdown,14,patterns,0.007869,0.992131
38,model_abstraction_and_breakdown,15,patterns,0.008333,0.991667
38,model_abstraction_and_breakdown,16,patterns,0.008962,0.991038
38,model_abstraction_and_breakdown,17,patterns,0.008515,0.991485
38,model_abstraction_and_breakdown,18,patterns,0.010521,0.989479
38,model_abstraction_and_breakdown,19,patterns,0.013049,0.986951
38,model_abstraction_and_breakdown,20,patterns,0.016546,0.983454
38,model_abstraction_and_breakdown,21,patterns,0.019139,0.980861
38,model_abstraction_and_breakdown,22,patterns,0.022006,0.977994
38,model_abstraction_and_breakdown,23,patterns,0.026896,0.973104
38,model_abstraction_and_breakdown,24,patterns,0.031134,0.968866
38,model_abstraction_and_breakdown,25,patterns,0.031313,0.968687
38,model_abstraction_and_breakdown,26,patterns,0.033632,0.966368
38,model_abstraction_and_breakdown,27,patterns,0.035215,0.964785
38,model_abstraction_and_breakdown,28,patterns,0.038745,0.961255
38,model_abstraction_and_breakdown,29,patterns,0.041484,0.958516
38,model_abstraction_and_breakdown,30,patterns,0.039037,0.960963
38,model_abstraction_and_breakdown,31,patterns,0.041035,0.958965
38,model_abstraction_and_breakdown,32,patterns,0.03811,0.96189
38,model_abstraction_and_breakdown,33,patterns,0.035632,0.964368
38,model_abstraction_and_breakdown,34,patterns,0.029366,0.970634
38,model_abstraction_and_breakdown,35,patterns,0.018682,0.981318
38,model_abstraction_and_breakdown,36,patterns,0.211492,0.788508
38,model_abstraction_and_breakdown,0,synthesis,0.058731,0.941269
38,model_abstraction_and_breakdown,1,synthesis,0.00529,0.99471
38,model_abstraction_and_breakdown,2,synthesis,0.005925,0.994075
38,model_abstraction_and_breakdown,3,synthesis,0.006645,0.993355
38,model_abstraction_and_breakdown,4,synthesis,0.00785,0.99215
38,model_abstraction_and_breakdown,5,synthesis,0.006708,0.993292
38,model_abstraction_and_breakdown,6,synthesis,0.005758,0.994242
38,model_abstraction_and_breakdown,7,synthesis,0.002618,0.997382
38,model_abstraction_and_breakdown,8,synthesis,0.00311,0.99689
38,model_abstraction_and_breakdown,9,synthesis,0.00349,0.99651
38,model_abstraction_and_breakdown,10,synthesis,0.003491,0.996509
38,model_abstraction_and_breakdown,11,synthesis,0.003817,0.996183
38,model_abstraction_and_breakdown,12,synthesis,0.004078,0.995922
38,model_abstraction_and_breakdown,13,synthesis,0.004412,0.995588
38,model_abstraction_and_breakdown,14,synthesis,0.004636,0.995364
38,model_abstraction_and_breakdown,15,synthesis,0.00484,0.99516
38,model_abstraction_and_breakdown,16,synthesis,0.004988,0.995012
38,model_abstraction_and_breakdown,17,synthesis,0.004853,0.995147
38,model_abstraction_and_breakdown,18,synthesis,0.005416,0.994584
38,model_abstraction_and_breakdown,19,synthesis,0.006177,0.993823
38,model_abstraction_and_breakdown,20,synthesis,0.007025,0.992975
38,model_abstraction_and_breakdown,21,synthesis,0.007247,0.992753
38,model_abstraction_and_breakdown,22,synthesis,0.007768,0.992232
38,model_abstraction_and_breakdown,23,synthesis,0.008643,0.991357
38,model_abstraction_and_breakdown,24,synthesis,0.008973,0.991027
38,model_abstraction_and_breakdown,25,synthesis,0.008088,0.991912
38,model_abstraction_and_breakdown,26,synthesis,0.008118,0.991882
38,model_abstraction_and_breakdown,27,synthesis,0.007961,0.992039
38,model_abstraction_and_breakdown,28,synthesis,0.00868,0.99132
38,model_abstraction_and_breakdown,29,synthesis,0.008934,0.991066
38,model_abstraction_and_breakdown,30,synthesis,0.008972,0.991028
38,model_abstraction_and_breakdown,31,synthesis,0.008997,0.991003
38,model_abstraction_and_breakdown,32,synthesis,0.008482,0.991518
38,model_abstraction_and_breakdown,33,synthesis,0.007741,0.992259
38,model_abstraction_and_breakdown,34,synthesis,0.006394,0.993606
38,model_abstraction_and_breakdown,35,synthesis,0.003809,0.996191
38,model_abstraction_and_breakdown,36,synthesis,0.021446,0.978554
38,model_abstraction_and_breakdown,0,reasoning,0.142226,0.857774
38,model_abstraction_and_breakdown,1,reasoning,0.014514,0.985486
38,model_abstraction_and_breakdown,2,reasoning,0.016756,0.983244
38,model_abstraction_and_breakdown,3,reasoning,0.020546,0.979454
38,model_abstraction_and_breakdown,4,reasoning,0.022887,0.977113
38,model_abstraction_and_breakdown,5,reasoning,0.018982,0.981018
38,model_abstraction_and_breakdown,6,reasoning,0.016832,0.983168
38,model_abstraction_and_breakdown,7,reasoning,0.003142,0.996858
38,model_abstraction_and_breakdown,8,reasoning,0.004011,0.995989
38,model_abstraction_and_breakdown,9,reasoning,0.004713,0.995287
38,model_abstraction_and_breakdown,10,reasoning,0.005109,0.994891
38,model_abstraction_and_breakdown,11,reasoning,0.005489,0.994511
38,model_abstraction_and_breakdown,12,reasoning,0.006343,0.993657
38,model_abstraction_and_breakdown,13,reasoning,0.006953,0.993047
38,model_abstraction_and_breakdown,14,reasoning,0.007627,0.992373
38,model_abstraction_and_breakdown,15,reasoning,0.008393,0.991607
38,model_abstraction_and_breakdown,16,reasoning,0.009613,0.990387
38,model_abstraction_and_breakdown,17,reasoning,0.009262,0.990738
38,model_abstraction_and_breakdown,18,reasoning,0.011105,0.988895
38,model_abstraction_and_breakdown,19,reasoning,0.013583,0.986417
38,model_abstraction_and_breakdown,20,reasoning,0.017634,0.982366
38,model_abstraction_and_breakdown,21,reasoning,0.020077,0.979923
38,model_abstraction_and_breakdown,22,reasoning,0.023571,0.976429
38,model_abstraction_and_breakdown,23,reasoning,0.027891,0.972109
38,model_abstraction_and_breakdown,24,reasoning,0.031345,0.968655
38,model_abstraction_and_breakdown,25,reasoning,0.029376,0.970624
38,model_abstraction_and_breakdown,26,reasoning,0.030797,0.969203
38,model_abstraction_and_breakdown,27,reasoning,0.030618,0.969382
38,model_abstraction_and_breakdown,28,reasoning,0.032555,0.967445
38,model_abstraction_and_breakdown,29,reasoning,0.034198,0.965802
38,model_abstraction_and_breakdown,30,reasoning,0.031708,0.968292
38,model_abstraction_and_breakdown,31,reasoning,0.031458,0.968542
38,model_abstraction_and_breakdown,32,reasoning,0.028556,0.971444
38,model_abstraction_and_breakdown,33,reasoning,0.026655,0.973345
38,model_abstraction_and_breakdown,34,reasoning,0.022109,0.977891
38,model_abstraction_and_breakdown,35,reasoning,0.013985,0.986015
38,model_abstraction_and_breakdown,36,reasoning,0.16089,0.83911
39,tradeoff_and_non_monotonicity,0,brainstorm,0.060781,0.939219
39,tradeoff_and_non_monotonicity,1,brainstorm,0.006376,0.993624
39,tradeoff_and_non_monotonicity,2,brainstorm,0.006315,0.993685
39,tradeoff_and_non_monotonicity,3,brainstorm,0.007052,0.992948
39,tradeoff_and_non_monotonicity,4,brainstorm,0.007659,0.992341
39,tradeoff_and_non_monotonicity,5,brainstorm,0.006671,0.993329
39,tradeoff_and_non_monotonicity,6,brainstorm,0.005972,0.994028
39,tradeoff_and_non_monotonicity,7,brainstorm,0.00056,0.99944
39,tradeoff_and_non_monotonicity,8,brainstorm,0.000828,0.999172
39,tradeoff_and_non_monotonicity,9,brainstorm,0.00119,0.99881
39,tradeoff_and_non_monotonicity,10,brainstorm,0.001406,0.998594
39,tradeoff_and_non_monotonicity,11,brainstorm,0.001626,0.998374
39,tradeoff_and_non_monotonicity,12,brainstorm,0.001832,0.998168
39,tradeoff_and_non_monotonicity,13,brainstorm,0.002089,0.997911
39,tradeoff_and_non_monotonicity,14,brainstorm,0.002362,0.997638
39,tradeoff_and_non_monotonicity,15,brainstorm,0.002576,0.997424
39,tradeoff_and_non_monotonicity,16,brainstorm,0.002815,0.997185
39,tradeoff_and_non_monotonicity,17,brainstorm,0.00308,0.99692
39,tradeoff_and_non_monotonicity,18,brainstorm,0.003855,0.996145
39,tradeoff_and_non_monotonicity,19,brainstorm,0.004384,0.995616
39,tradeoff_and_non_monotonicity,20,brainstorm,0.006149,0.993851
39,tradeoff_and_non_monotonicity,21,brainstorm,0.006888,0.993112
39,tradeoff_and_non_monotonicity,22,brainstorm,0.008202,0.991798
39,tradeoff_and_non_monotonicity,23,brainstorm,0.010707,0.989293
39,tradeoff_and_non_monotonicity,24,brainstorm,0.013421,0.986579
39,tradeoff_and_non_monotonicity,25,brainstorm,0.011715,0.988285
39,tradeoff_and_non_monotonicity,26,brainstorm,0.012335,0.987665
39,tradeoff_and_non_monotonicity,27,brainstorm,0.012457,0.987543
39,tradeoff_and_non_monotonicity,28,brainstorm,0.013607,0.986393
39,tradeoff_and_non_monotonicity,29,brainstorm,0.013767,0.986233
39,tradeoff_and_non_monotonicity,30,brainstorm,0.012608,0.987392
39,tradeoff_and_non_monotonicity,31,brainstorm,0.012126,0.987874
39,tradeoff_and_non_monotonicity,32,brainstorm,0.011187,0.988813
39,tradeoff_and_non_monotonicity,33,brainstorm,0.010714,0.989286
39,tradeoff_and_non_monotonicity,34,brainstorm,0.008721,0.991279
39,tradeoff_and_non_monotonicity,35,brainstorm,0.005118,0.994882
39,tradeoff_and_non_monotonicity,36,brainstorm,0.035743,0.964257
39,tradeoff_and_non_monotonicity,0,graph,0.08718,0.91282
39,tradeoff_and_non_monotonicity,1,graph,0.009677,0.990323
39,tradeoff_and_non_monotonicity,2,graph,0.012593,0.987407
39,tradeoff_and_non_monotonicity,3,graph,0.013009,0.986991
39,tradeoff_and_non_monotonicity,4,graph,0.013698,0.986302
39,tradeoff_and_non_monotonicity,5,graph,0.011573,0.988427
39,tradeoff_and_non_monotonicity,6,graph,0.010397,0.989603
39,tradeoff_and_non_monotonicity,7,graph,0.000894,0.999106
39,tradeoff_and_non_monotonicity,8,graph,0.001228,0.998772
39,tradeoff_and_non_monotonicity,9,graph,0.001722,0.998278
39,tradeoff_and_non_monotonicity,10,graph,0.002071,0.997929
39,tradeoff_and_non_monotonicity,11,graph,0.002478,0.997522
39,tradeoff_and_non_monotonicity,12,graph,0.002816,0.997184
39,tradeoff_and_non_monotonicity,13,graph,0.003127,0.996873
39,tradeoff_and_non_monotonicity,14,graph,0.003578,0.996422
39,tradeoff_and_non_monotonicity,15,graph,0.004046,0.995954
39,tradeoff_and_non_monotonicity,16,graph,0.00458,0.99542
39,tradeoff_and_non_monotonicity,17,graph,0.004949,0.995051
39,tradeoff_and_non_monotonicity,18,graph,0.006174,0.993826
39,tradeoff_and_non_monotonicity,19,graph,0.007235,0.992765
39,tradeoff_and_non_monotonicity,20,graph,0.010089,0.989911
39,tradeoff_and_non_monotonicity,21,graph,0.011687,0.988313
39,tradeoff_and_non_monotonicity,22,graph,0.014167,0.985833
39,tradeoff_and_non_monotonicity,23,graph,0.018703,0.981297
39,tradeoff_and_non_monotonicity,24,graph,0.02297,0.97703
39,tradeoff_and_non_monotonicity,25,graph,0.020819,0.979181
39,tradeoff_and_non_monotonicity,26,graph,0.022444,0.977556
39,tradeoff_and_non_monotonicity,27,graph,0.023663,0.976337
39,tradeoff_and_non_monotonicity,28,graph,0.02642,0.97358
39,tradeoff_and_non_monotonicity,29,graph,0.027927,0.972073
39,tradeoff_and_non_monotonicity,30,graph,0.026651,0.973349
39,tradeoff_and_non_monotonicity,31,graph,0.027082,0.972918
39,tradeoff_and_non_monotonicity,32,graph,0.024176,0.975824
39,tradeoff_and_non_monotonicity,33,graph,0.022412,0.977588
39,tradeoff_and_non_monotonicity,34,graph,0.018473,0.981527
39,tradeoff_and_non_monotonicity,35,graph,0.011058,0.988942
39,tradeoff_and_non_monotonicity,36,graph,0.065139,0.934861
39,tradeoff_and_non_monotonicity,0,patterns,0.087608,0.912392
39,tradeoff_and_non_monotonicity,1,patterns,0.010549,0.989451
39,tradeoff_and_non_monotonicity,2,patterns,0.010249,0.989751
39,tradeoff_and_non_monotonicity,3,patterns,0.011618,0.988382
39,tradeoff_and_non_monotonicity,4,patterns,0.013517,0.986483
39,tradeoff_and_non_monotonicity,5,patterns,0.012196,0.987804
39,tradeoff_and_non_monotonicity,6,patterns,0.010635,0.989365
39,tradeoff_and_non_monotonicity,7,patterns,0.000938,0.999062
39,tradeoff_and_non_monotonicity,8,patterns,0.00129,0.99871
39,tradeoff_and_non_monotonicity,9,patterns,0.001831,0.998169
39,tradeoff_and_non_monotonicity,10,patterns,0.002223,0.997777
39,tradeoff_and_non_monotonicity,11,patterns,0.00266,0.99734
39,tradeoff_and_non_monotonicity,12,patterns,0.003023,0.996977
39,tradeoff_and_non_monotonicity,13,patterns,0.003327,0.996673
39,tradeoff_and_non_monotonicity,14,patterns,0.003725,0.996275
39,tradeoff_and_non_monotonicity,15,patterns,0.004192,0.995808
39,tradeoff_and_non_monotonicity,16,patterns,0.004685,0.995315
39,tradeoff_and_non_monotonicity,17,patterns,0.005016,0.994984
39,tradeoff_and_non_monotonicity,18,patterns,0.006251,0.993749
39,tradeoff_and_non_monotonicity,19,patterns,0.007374,0.992626
39,tradeoff_and_non_monotonicity,20,patterns,0.01006,0.98994
39,tradeoff_and_non_monotonicity,21,patterns,0.011406,0.988594
39,tradeoff_and_non_monotonicity,22,patterns,0.014059,0.985941
39,tradeoff_and_non_monotonicity,23,patterns,0.018182,0.981818
39,tradeoff_and_non_monotonicity,24,patterns,0.023113,0.976887
39,tradeoff_and_non_monotonicity,25,patterns,0.022221,0.977779
39,tradeoff_and_non_monotonicity,26,patterns,0.023466,0.976534
39,tradeoff_and_non_monotonicity,27,patterns,0.024431,0.975569
